name,id,align,eye,hair,sex,alive,appearances,first appearance,year
criti noll (clone) (earth-616),secret identity,bad characters,green eyes,no hair,female characters,deceased characters,68.0,sep-06,2006.0
maria de guadalupe santiago (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,42.0,sep-98,1998.0
nadia dornova (earth-616),public identity,neutral characters,blue eyes,blond hair,female characters,deceased characters,9.0,jun-91,1991.0
beast (lobe) (earth-616),secret identity,neutral characters,,brown hair,male characters,living characters,5.0,jan-11,2011.0
jerry hunter (earth-616),public identity,good characters,,blond hair,male characters,living characters,8.0,aug-41,1941.0
daniel lyons (earth-616),secret identity,good characters,green eyes,grey hair,male characters,deceased characters,29.0,mar-41,1941.0
tusk (earth-616),secret identity,bad characters,,,male characters,living characters,14.0,apr-91,1991.0
peter spaulding (earth-616),public identity,good characters,,blond hair,male characters,deceased characters,8.0,apr-78,1978.0
scorpio (brotherhood of the ankh) (earth-616),,bad characters,,,male characters,deceased characters,4.0,nov-02,2002.0
phil (airport) (earth-616),,neutral characters,black eyes,brown hair,male characters,living characters,2.0,feb-88,1988.0
rebecca schuyler (earth-616),,,,brown hair,female characters,living characters,2.0,aug-97,1997.0
rapture (contingency) (earth-616),secret identity,bad characters,,black hair,female characters,living characters,5.0,,
general henchel (earth-616),public identity,bad characters,,black hair,male characters,deceased characters,1.0,feb-42,1942.0
jiru (earth-616),public identity,,brown eyes,black hair,male characters,living characters,1.0,jan-78,1978.0
deborah bertrand (earth-616),secret identity,bad characters,blue eyes,brown hair,female characters,living characters,4.0,oct-04,2004.0
whip wilson (earth-616),public identity,good characters,,,male characters,living characters,1.0,apr-50,1950.0
jesse aaronson (earth-616),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,45.0,oct-98,1998.0
elaine kendrick (earth-616),,good characters,,blond hair,female characters,living characters,6.0,sep-01,2001.0
strokov (earth-616),,bad characters,,,male characters,living characters,2.0,jul-90,1990.0
burka (earth-616),public identity,bad characters,,,male characters,living characters,1.0,oct-86,1986.0
franklin richards (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,living characters,473.0,nov-68,1968.0
brock rumlow (heroes reborn) (earth-616),,bad characters,,,male characters,living characters,3.0,jan-97,1997.0
zhang heng (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,living characters,2.0,jun-10,2010.0
stringer (earth-616),public identity,neutral characters,brown eyes,brown hair,male characters,deceased characters,3.0,dec-04,2004.0
brian dewolff (earth-616),public identity,neutral characters,blue eyes,strawberry blond hair,male characters,deceased characters,21.0,aug-76,1976.0
raza longknife (war skrull) (earth-616),,bad characters,one eye,orange hair,male characters,deceased characters,3.0,apr-91,1991.0
diane davids (earth-616),secret identity,bad characters,,green hair,female characters,living characters,11.0,jul-88,1988.0
anath-na mut (earth-616),secret identity,bad characters,red eyes,bald,male characters,living characters,59.0,feb-77,1977.0
fenton (poacher) (earth-616),,bad characters,,black hair,male characters,deceased characters,1.0,apr-40,1940.0
tito bohusk (earth-616),public identity,,,black hair,male characters,living characters,11.0,jul-03,2003.0
conundrum (earth-616),secret identity,bad characters,,,male characters,living characters,5.0,may-98,1998.0
gorani (earth-616),,,,,,living characters,4.0,oct-08,2008.0
patriarch (earth-616),,bad characters,,white hair,male characters,living characters,4.0,jan-94,1994.0
hela (earth-616),secret identity,bad characters,green eyes,black hair,female characters,deceased characters,170.0,mar-64,1964.0
eric kleinstock (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,3.0,mar-93,1993.0
koto (earth-616),secret identity,bad characters,,,,living characters,1.0,jan-65,1965.0
pietro sapristi (earth-616),,good characters,,black hair,male characters,living characters,2.0,nov-86,1986.0
hunter in darkness (earth-616),public identity,neutral characters,red eyes,white hair,,living characters,11.0,dec-90,1990.0
michael bingham (earth-616),secret identity,bad characters,,,male characters,living characters,2.0,oct-92,1992.0
igor drenkov (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,8.0,may-62,1962.0
philip wing (earth-616),,bad characters,white eyes,bald,male characters,deceased characters,8.0,jul-54,1954.0
keith chandler (earth-616),public identity,neutral characters,green eyes,red hair,male characters,living characters,4.0,apr-93,1993.0
james santini (earth-616),public identity,good characters,green eyes,brown hair,male characters,living characters,40.0,oct-95,1995.0
orini (earth-616),no dual identity,bad characters,,bald,male characters,living characters,13.0,nov-64,1964.0
nuro (earth-616),public identity,good characters,green eyes,black hair,male characters,living characters,8.0,oct-00,2000.0
bull (moon knight foe) (earth-616),,bad characters,,,male characters,living characters,1.0,feb-81,1981.0
fujiko watanabe (earth-616),secret identity,,brown eyes,black hair,female characters,living characters,3.0,oct-70,1970.0
herman schultz (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,living characters,145.0,mar-67,1967.0
anti-cap (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,16.0,may-04,2004.0
marshal doering (earth-616),public identity,bad characters,,black hair,male characters,deceased characters,1.0,jun-42,1942.0
beryl (earth-616),,bad characters,,,male characters,living characters,2.0,aug-90,1990.0
dania (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,deceased characters,11.0,dec-91,1991.0
karthon (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,10.0,feb-69,1969.0
locksmith (earth-616),secret identity,bad characters,black eyes,black hair,male characters,living characters,3.0,jun-83,1983.0
anthony sloan (earth-616),secret identity,bad characters,red eyes,bald,male characters,living characters,2.0,aug-84,1984.0
erin cicero (earth-616),secret identity,bad characters,red eyes,auburn hair,female characters,deceased characters,5.0,oct-09,2009.0
ai apaec (earth-616),secret identity,bad characters,white eyes,grey hair,male characters,deceased characters,28.0,jan-11,2011.0
davis cameron (earth-616),secret identity,,blue eyes,blond hair,male characters,living characters,18.0,dec-01,2001.0
jack (stark enterprises) (earth-616),public identity,,,,male characters,living characters,1.0,dec-64,1964.0
eric willis (earth-616),secret identity,good characters,,white hair,male characters,deceased characters,1.0,jul-84,1984.0
mercy lebeau (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,4.0,may-00,2000.0
impulse (earth-616),secret identity,neutral characters,,no hair,male characters,deceased characters,15.0,oct-77,1977.0
ann herd (earth-616),secret identity,bad characters,blue eyes,black hair,female characters,living characters,10.0,nov-95,1995.0
roger norvell (earth-616),secret identity,good characters,blue eyes,red hair,male characters,living characters,28.0,jul-78,1978.0
abraham kieros (earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,living characters,19.0,dec-86,1986.0
beverly strange (earth-616),,,,,female characters,living characters,1.0,dec-89,1989.0
laura broadbahr (earth-616),secret identity,,blue eyes,pink hair,female characters,living characters,4.0,nov-02,2002.0
jake malloy (earth-616),,bad characters,,,male characters,living characters,1.0,dec-68,1968.0
lieutenant general fredricks (earth-616),public identity,good characters,,white hair,male characters,living characters,11.0,mar-62,1962.0
oscar clemons (earth-616),public identity,good characters,,black hair,male characters,living characters,12.0,oct-11,2011.0
voletta todd (earth-616),secret identity,neutral characters,green eyes,red hair,female characters,living characters,7.0,jun-80,1980.0
it (artificial lifeform) (earth-616),secret identity,good characters,,,male characters,living characters,3.0,mar-61,1961.0
dragoom (earth-616),,bad characters,,no hair,male characters,living characters,1.0,aug-60,1960.0
bercilak de hautdesert (earth-616),secret identity,good characters,green eyes,green hair,male characters,living characters,7.0,dec-90,1990.0
alysande stuart (earth-616),public identity,good characters,,black hair,female characters,deceased characters,22.0,mar-89,1989.0
doyle (earth-616),public identity,,brown eyes,black hair,male characters,deceased characters,7.0,mar-12,2012.0
miguel legar (earth-616),,good characters,brown eyes,black hair,male characters,living characters,18.0,aug-04,2004.0
abd-el-hazred (earth-616),secret identity,bad characters,,,male characters,living characters,8.0,aug-78,1978.0
hyrm (earth-616),,bad characters,,brown hair,male characters,living characters,3.0,oct-94,1994.0
benjamin grimm (onslaught reborn) (earth-616),public identity,good characters,blue eyes,no hair,male characters,living characters,4.0,feb-07,2007.0
timothy black (earth-616),,bad characters,,black hair,male characters,deceased characters,4.0,jun-05,2005.0
bubble (mutant) (earth-616),,good characters,,,male characters,deceased characters,2.0,sep-03,2003.0
lars krool (earth-616),public identity,bad characters,,brown hair,male characters,deceased characters,1.0,sep-44,1944.0
remora (atlantean) (earth-616),,good characters,,,male characters,living characters,2.0,jan-94,1994.0
roderick krupp (earth-616),secret identity,neutral characters,,brown hair,male characters,deceased characters,23.0,sep-69,1969.0
hal jordan (earth-616),public identity,good characters,,brown hair,male characters,living characters,1.0,mar-45,1945.0
gungnir (robot) (earth-616),no dual identity,bad characters,,no hair,agender characters,living characters,3.0,,
dina (earth-616),,,blue eyes,blond hair,female characters,living characters,5.0,mar-87,1987.0
bonzo (earth-616),public identity,bad characters,,black hair,male characters,deceased characters,2.0,jun-41,1941.0
rex (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,5.0,aug-95,1995.0
vera vidal (earth-616),secret identity,,green eyes,white hair,female characters,living characters,3.0,nov-07,2007.0
aalbort (earth-616),no dual identity,,white eyes,white hair,male characters,living characters,1.0,jun-89,1989.0
trikon (earth-616),secret identity,bad characters,,no hair,male characters,living characters,5.0,nov-71,1971.0
godfrey calthrop (earth-616),secret identity,neutral characters,,black hair,male characters,living characters,2.0,aug-06,2006.0
se\u00f1or muerte (terrorist) (earth-616),secret identity,bad characters,,,male characters,living characters,1.0,jan-90,1990.0
hideko takata (earth-616),public identity,,,black hair,female characters,living characters,11.0,mar-86,1986.0
jeffrey holloway (earth-616),public identity,bad characters,grey eyes,blond hair,male characters,living characters,3.0,jul-02,2002.0
jonas mueller (earth-616),,bad characters,,grey hair,male characters,living characters,3.0,dec-97,1997.0
jeanne (earth-616),,,,brown hair,female characters,living characters,1.0,apr-63,1963.0
ellie jones (earth-616),public identity,,,,female characters,living characters,1.0,jun-89,1989.0
screamer (spaceknight) (earth-616),,,,,,living characters,1.0,dec-81,1981.0
oliver stoker (earth-616),,,,,male characters,living characters,4.0,sep-97,1997.0
sif (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,living characters,422.0,mar-64,1964.0
chtylok (earth-616),secret identity,neutral characters,red eyes,brown hair,male characters,living characters,6.0,feb-97,1997.0
vera gemini (earth-616),secret identity,bad characters,red eyes,no hair,female characters,living characters,5.0,apr-78,1978.0
mubangi (earth-616),no dual identity,bad characters,,black hair,male characters,deceased characters,1.0,oct-39,1939.0
bangs (earth-616),secret identity,good characters,,black hair,female characters,living characters,5.0,aug-10,2010.0
ricky calusky (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,living characters,7.0,apr-05,2005.0
leslie dean (earth-616),secret identity,bad characters,blue eyes,blond hair,female characters,deceased characters,24.0,jul-03,2003.0
tattoo (obadiah stane agent) (earth-616),secret identity,bad characters,,,male characters,deceased characters,1.0,sep-82,1982.0
elias weams (earth-616),,neutral characters,blue eyes,white hair,male characters,living characters,2.0,may-63,1963.0
kenneth krask (earth-616),public identity,,,black hair,male characters,living characters,4.0,dec-94,1994.0
william downing (earth-616),secret identity,bad characters,brown eyes,grey hair,male characters,deceased characters,9.0,nov-10,2010.0
toxin (underground legion) (earth-616),secret identity,good characters,green eyes,no hair,male characters,living characters,3.0,jun-94,1994.0
flexo (earth-616),secret identity,good characters,black eyes,no hair,,deceased characters,12.0,mar-40,1940.0
curtiss jackson (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,26.0,jun-79,1979.0
victor stein (earth-616),secret identity,bad characters,,blond hair,male characters,deceased characters,27.0,jul-03,2003.0
sally (earth-616),,bad characters,,,male characters,living characters,4.0,apr-91,1991.0
mac garrity (earth-616),secret identity,bad characters,yellow eyes,black hair,male characters,deceased characters,7.0,dec-98,1998.0
jacob vandernet (earth-616),public identity,,,blond hair,male characters,living characters,1.0,aug-84,1984.0
shuri (earth-616),public identity,good characters,brown eyes,black hair,female characters,living characters,65.0,may-05,2005.0
dennis golembuski (earth-616),secret identity,bad characters,,white hair,male characters,living characters,5.0,aug-02,2002.0
james darnell (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,61.0,dec-80,1980.0
elyse nelson (earth-616),,bad characters,blue eyes,blond hair,female characters,living characters,1.0,apr-88,1988.0
barroas (earth-616),no dual identity,,,,male characters,living characters,4.0,oct-09,2009.0
offer (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,living characters,9.0,,
hepzibah (earth-616),secret identity,good characters,green eyes,white hair,female characters,living characters,112.0,oct-77,1977.0
spunje (earth-616),public identity,good characters,green eyes,black hair,male characters,living characters,8.0,oct-00,2000.0
burt corrigan (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,6.0,sep-89,1989.0
caiera (earth-616),no dual identity,good characters,green eyes,black hair,female characters,deceased characters,32.0,apr-06,2006.0
bodb derg (earth-616),secret identity,bad characters,black eyes,black hair,male characters,living characters,6.0,nov-91,1991.0
cyclops (a-chiltarian robot) (earth-616),,,,,,deceased characters,1.0,aug-63,1963.0
evolutionary (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,6.0,jul-11,2011.0
john cereus (earth-616),public identity,bad characters,brown eyes,green hair,male characters,living characters,5.0,sep-90,1990.0
ultimate nullifier (teen brigade) (earth-616),public identity,good characters,blue eyes,white hair,male characters,living characters,6.0,sep-11,2011.0
makoto (the hand) (earth-616),,bad characters,,black hair,male characters,living characters,3.0,apr-10,2010.0
88 (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,living characters,3.0,mar-94,1994.0
harpagus (earth-616),public identity,,black eyes,black hair,male characters,deceased characters,3.0,mar-98,1998.0
sidney otis (earth-616),no dual identity,bad characters,,bald,male characters,living characters,1.0,jan-47,1947.0
stuart welles (earth-616),secret identity,,,blond hair,male characters,living characters,3.0,nov-02,2002.0
barney roberts (earth-616),,,,,male characters,living characters,5.0,may-72,1972.0
carl brock (earth-616),public identity,neutral characters,green eyes,,male characters,living characters,4.0,mar-93,1993.0
examiner (earth-616),,,,white hair,male characters,living characters,2.0,nov-01,2001.0
stanley george johnson (earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,living characters,3.0,oct-84,1984.0
charn (earth-616),,good characters,,black hair,male characters,living characters,1.0,feb-79,1979.0
cody robbins (earth-616),public identity,neutral characters,blue eyes,blond hair,male characters,deceased characters,12.0,sep-84,1984.0
gormuu (earth-616),,bad characters,yellow eyes,no hair,male characters,living characters,6.0,oct-84,1984.0
gorein (earth-616),public identity,,,black hair,male characters,living characters,1.0,oct-73,1973.0
vic marcus (earth-616),secret identity,good characters,,brown hair,male characters,living characters,5.0,dec-05,2005.0
elsie dee (earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,living characters,20.0,mar-91,1991.0
peter bristow (earth-616),,neutral characters,,red hair,male characters,living characters,1.0,jun-83,1983.0
bouncing betty (earth-616),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,9.0,nov-09,2009.0
amiko kobayashi (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,living characters,39.0,may-84,1984.0
sorrentino (earth-616),public identity,,white eyes,black hair,female characters,living characters,8.0,apr-97,1997.0
farley london (earth-616),secret identity,bad characters,,black hair,male characters,living characters,2.0,jan-71,1971.0
metazoid (earth-616),secret identity,neutral characters,,,male characters,deceased characters,1.0,sep-68,1968.0
ms fortune (earth-616),secret identity,bad characters,,,female characters,living characters,2.0,apr-00,2000.0
fatale (earth-616),secret identity,bad characters,green eyes,,female characters,living characters,31.0,apr-93,1993.0
onomi whitemane (earth-616),secret identity,neutral characters,red eyes,white hair,female characters,living characters,15.0,may-10,2010.0
brandy ash (earth-616),public identity,good characters,,red hair,female characters,living characters,11.0,oct-89,1989.0
jakar (earth-616),,bad characters,white eyes,black hair,male characters,living characters,6.0,may-72,1972.0
bentley wittman (clone) (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,living characters,69.0,oct-09,2009.0
brother inquisitor (earth-616),secret identity,neutral characters,,,male characters,living characters,4.0,sep-76,1976.0
gorn (demon) (earth-616),secret identity,bad characters,no eyes,no hair,male characters,living characters,6.0,apr-92,1992.0
murdoch adams (earth-616),,good characters,,blond hair,male characters,living characters,4.0,may-73,1973.0
kiskillilla (earth-616),secret identity,bad characters,yellow eyes,black hair,female characters,deceased characters,40.0,aug-92,1992.0
dimitri bukharin (earth-616),secret identity,,brown eyes,bald,male characters,living characters,54.0,apr-78,1978.0
arcadia deville (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,living characters,6.0,nov-98,1998.0
benjamin savannah (earth-616),no dual identity,,,white hair,male characters,living characters,4.0,sep-72,1972.0
alecto (red slayer) (earth-616),no dual identity,neutral characters,,brown hair,male characters,living characters,5.0,jun-71,1971.0
snake lady of sinyong (earth-616),public identity,bad characters,,black hair,female characters,deceased characters,2.0,oct-54,1954.0
ulana (earth-616),,,,,female characters,living characters,5.0,,
imset (horusian) (earth-616),,bad characters,,,male characters,living characters,1.0,nov-71,1971.0
mike fallon (earth-616),secret identity,bad characters,,black hair,male characters,living characters,1.0,apr-61,1961.0
diane lamarr (earth-616),public identity,good characters,green eyes,brown hair,female characters,living characters,1.0,mar-82,1982.0
arachne (demon-fire) (earth-616),secret identity,bad characters,,,,deceased characters,1.0,feb-74,1974.0
julius aaroni (earth-616),public identity,bad characters,,black hair,male characters,living characters,1.0,jun-46,1946.0
doctor kurarkill (earth-616),,bad characters,,,female characters,deceased characters,1.0,oct-75,1975.0
skagg (earth-616),,bad characters,,brown hair,male characters,living characters,1.0,may-64,1964.0
peter blake (earth-616),secret identity,bad characters,,black hair,male characters,living characters,1.0,jan-46,1946.0
pete (earth-616),,,,black hair,male characters,living characters,3.0,sep-64,1964.0
bartholomew harper (earth-616),,bad characters,,,male characters,living characters,1.0,dec-61,1961.0
karlin malus (earth-616),no dual identity,bad characters,brown eyes,black hair,male characters,deceased characters,34.0,sep-80,1980.0
bugman (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,4.0,mar-05,2005.0
rekrab (earth-616),public identity,,,brown hair,male characters,living characters,4.0,jul-92,1992.0
reginald fortean (earth-616),public identity,bad characters,blue eyes,black hair,male characters,living characters,17.0,may-11,2011.0
robot gamma (earth-616),secret identity,,,,,deceased characters,2.0,jun-66,1966.0
grottu (earth-616),,bad characters,black eyes,bald,male characters,living characters,9.0,feb-60,1960.0
hector ayala (earth-616),public identity,good characters,brown eyes,black hair,male characters,deceased characters,54.0,dec-75,1975.0
carl josten (earth-616),,,,brown hair,male characters,deceased characters,5.0,jul-98,1998.0
gilgamesh (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,59.0,jul-77,1977.0
joss kincaid (earth-616),public identity,,green eyes,blond hair,male characters,living characters,1.0,dec-85,1985.0
daillus (earth-616),public identity,good characters,,brown hair,male characters,deceased characters,1.0,sep-87,1987.0
amazo (earth-616),,bad characters,,black hair,male characters,living characters,1.0,nov-46,1946.0
joyce clayton (earth-616),no dual identity,neutral characters,blue eyes,blond hair,female characters,living characters,1.0,sep-47,1947.0
randy vale (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,3.0,apr-79,1979.0
bert hindle (earth-616),no dual identity,,brown eyes,brown hair,male characters,living characters,1.0,dec-87,1987.0
nigel pigman (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,8.0,jul-77,1977.0
abner (mutant) (earth-616),,,black eyes,brown hair,male characters,living characters,1.0,nov-89,1989.0
sylvette lauziere (earth-616),public identity,good characters,,blond hair,female characters,living characters,3.0,jul-04,2004.0
time-sink (legion personality) (earth-616),secret identity,bad characters,grey eyes,black hair,male characters,living characters,4.0,jul-11,2011.0
marla madison (earth-616),no dual identity,,brown eyes,brown hair,female characters,deceased characters,129.0,nov-76,1976.0
ma mayhem (earth-616),secret identity,bad characters,,blond hair,female characters,living characters,2.0,jun-74,1974.0
narcissus (earth-616),public identity,neutral characters,,brown hair,male characters,living characters,1.0,dec-48,1948.0
henry ackerdson (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,9.0,,
flaming hate (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,1.0,mar-44,1944.0
brutus (earth-616),secret identity,bad characters,,no hair,male characters,living characters,2.0,jun-91,1991.0
vanessa carlysle (earth-616),secret identity,neutral characters,red eyes,white hair,female characters,living characters,53.0,feb-91,1991.0
diego sandoval (earth-616),public identity,neutral characters,black eyes,brown hair,male characters,living characters,4.0,jul-01,2001.0
brother honcho (earth-616),,,,black hair,male characters,living characters,1.0,apr-78,1978.0
magnus (sorcerer) (earth-616),,,brown eyes,brown hair,male characters,living characters,23.0,may-78,1978.0
noriko ashida (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,145.0,jan-04,2004.0
ronga (earth-616),no dual identity,good characters,blue eyes,black hair,male characters,living characters,1.0,jun-80,1980.0
phorcys (earth-616),public identity,bad characters,red eyes,no hair,male characters,living characters,3.0,jan-10,2010.0
bert and ollie (earth-616),no dual identity,bad characters,,brown hair,male characters,living characters,1.0,aug-46,1946.0
ultron (heroes reborn) (earth-616),public identity,bad characters,red eyes,no hair,male characters,living characters,6.0,nov-96,1996.0
torkon ii (earth-616),,bad characters,,,male characters,living characters,2.0,jul-62,1962.0
cathy webster (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,17.0,sep-94,1994.0
thomas smallwood (earth-616),secret identity,good characters,,,male characters,living characters,3.0,sep-83,1983.0
azrael (earth-616),secret identity,bad characters,variable eyes,variable hair,male characters,living characters,7.0,jun-51,1951.0
hector espejo (earth-616),public identity,neutral characters,brown eyes,black hair,male characters,living characters,5.0,feb-06,2006.0
kallark (earth-616),public identity,neutral characters,blue eyes,blue hair,male characters,living characters,160.0,oct-77,1977.0
fuel (earth-616),secret identity,neutral characters,grey eyes,black hair,male characters,deceased characters,7.0,,
ditto (earth-616),secret identity,good characters,,black hair,male characters,living characters,16.0,jun-04,2004.0
christopher bradley (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,deceased characters,44.0,oct-95,1995.0
cheryl lansing (earth-616),,,brown eyes,blond hair,female characters,living characters,6.0,nov-99,1999.0
leonard kryzewski (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,living characters,2.0,nov-91,1991.0
daggaerdh (earth-616),,bad characters,,,female characters,deceased characters,5.0,may-13,2013.0
craig simpson (earth-616),public identity,,,grey hair,male characters,deceased characters,28.0,aug-72,1972.0
ellen brandt (earth-616),no dual identity,neutral characters,,brown hair,female characters,living characters,17.0,may-71,1971.0
jacob grimm (earth-616),,good characters,,blond hair,male characters,living characters,5.0,jan-82,1982.0
ikor (watcher) (earth-616),,neutral characters,,white hair,male characters,living characters,5.0,may-64,1964.0
phillip carlisle (earth-616),public identity,good characters,,black hair,male characters,living characters,13.0,jan-84,1984.0
phillip sterling (earth-616),secret identity,bad characters,blue eyes,grey hair,male characters,deceased characters,32.0,apr-68,1968.0
alistaire smythe (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,33.0,,
things on easter island (earth-616),secret identity,bad characters,,,,living characters,1.0,oct-73,1973.0
balu (earth-616),no dual identity,good characters,,,male characters,living characters,4.0,feb-40,1940.0
doctor lin (earth-616),public identity,good characters,,white hair,male characters,deceased characters,2.0,mar-41,1941.0
desidera (earth-616),no dual identity,good characters,black eyes,blond hair,female characters,living characters,3.0,apr-07,2007.0
scatterbrain (falcon enemy) (earth-616),secret identity,bad characters,,black hair,male characters,living characters,1.0,may-88,1988.0
stephen weems (earth-616),secret identity,bad characters,,blond hair,male characters,living characters,2.0,apr-77,1977.0
vincent destine (earth-616),,bad characters,,,male characters,deceased characters,5.0,nov-94,1994.0
collier mack (earth-616),,neutral characters,,black hair,male characters,living characters,2.0,may-92,1992.0
albakor (earth-616),,good characters,yellow eyes,no hair,female characters,living characters,3.0,jun-09,2009.0
levan (earth-616),,bad characters,,,male characters,living characters,6.0,may-85,1985.0
hl\u00f6kk (earth-616),secret identity,bad characters,,,female characters,living characters,10.0,sep-10,2010.0
pete johnson (earth-616),no dual identity,good characters,,brown hair,male characters,living characters,4.0,dec-39,1939.0
romulus augustulus (earth-616),secret identity,bad characters,brown eyes,blond hair,male characters,living characters,66.0,jan-63,1963.0
julia cabot (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,deceased characters,6.0,mar-04,2004.0
kurt weidner (earth-616),public identity,bad characters,,blond hair,male characters,living characters,1.0,sep-42,1942.0
jukka (earth-616),no dual identity,good characters,,,male characters,living characters,5.0,dec-73,1973.0
morton thurnton (earth-616),public identity,bad characters,,grey hair,male characters,deceased characters,2.0,oct-92,1992.0
numacet (earth-616),,good characters,,,female characters,living characters,2.0,aug-90,1990.0
donna strange (earth-616),public identity,neutral characters,,brown hair,female characters,living characters,3.0,nov-89,1989.0
andrew prentiss (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,living characters,3.0,feb-93,1993.0
flaidermaus (earth-616),,,red eyes,orange hair,male characters,living characters,2.0,dec-72,1972.0
victoria murdock (earth-616),secret identity,bad characters,brown eyes,blond hair,female characters,deceased characters,10.0,jun-47,1947.0
kometes (earth-616),,neutral characters,,,male characters,deceased characters,2.0,jul-74,1974.0
isabel ferguson (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,5.0,sep-97,1997.0
kimura (earth-616),public identity,,green eyes,black hair,female characters,living characters,18.0,dec-06,2006.0
karkas (earth-616),secret identity,good characters,black eyes,no hair,male characters,living characters,38.0,feb-77,1977.0
omega black (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,7.0,jul-12,2012.0
chief authier (earth-616),,,,,male characters,living characters,5.0,dec-97,1997.0
eric gitter (earth-616),secret identity,good characters,blue eyes,bald,male characters,living characters,17.0,jun-08,2008.0
killer shrike (hobgoblin) (earth-616),secret identity,bad characters,,,male characters,living characters,3.0,,
douglas van horn (earth-616),secret identity,bad characters,,black hair,male characters,living characters,1.0,mar-45,1945.0
harvester (earth-616),secret identity,bad characters,variable eyes,no hair,male characters,living characters,2.0,may-01,2001.0
christian poulsen (earth-616),,bad characters,,black hair,male characters,deceased characters,9.0,oct-11,2011.0
broadside (crimson pirates) (earth-616),secret identity,bad characters,,,male characters,living characters,4.0,sep-00,2000.0
albert bendix (earth-616),,,brown eyes,black hair,male characters,deceased characters,4.0,oct-00,2000.0
thomas halloway (earth-616),public identity,good characters,brown eyes,white hair,male characters,living characters,135.0,oct-39,1939.0
paul same (earth-616),,good characters,,brown hair,male characters,living characters,14.0,jul-76,1976.0
michael baer (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,29.0,nov-86,1986.0
super slave (earth-616),secret identity,good characters,,,male characters,living characters,1.0,mar-41,1941.0
sabretooth (victor creed),secret identity,bad characters,amber eyes,blond hair,male characters,living characters,382.0,aug-77,1977.0
doctor stack (earth-616),no dual identity,bad characters,brown eyes,brown hair,male characters,deceased characters,3.0,aug-88,1988.0
spyne (earth-616),,bad characters,white eyes,bald,male characters,deceased characters,13.0,nov-94,1994.0
r7 (earth-616),,bad characters,,,,deceased characters,1.0,aug-69,1969.0
dianna ferrule (earth-616),public identity,good characters,,blond hair,female characters,living characters,2.0,apr-43,1943.0
broo (earth-616),secret identity,good characters,,no hair,male characters,living characters,71.0,sep-11,2011.0
ren\u00e9 duquesne (earth-616),secret identity,good characters,,,male characters,living characters,4.0,jul-76,1976.0
viktor smerdilovisc (earth-616),,bad characters,,,male characters,living characters,2.0,may-01,2001.0
eelar (earth-616),secret identity,neutral characters,red eyes,no hair,,living characters,1.0,jul-75,1975.0
sidney onselm (earth-616),secret identity,bad characters,,bald,male characters,living characters,1.0,jun-47,1947.0
ted banning (earth-616),no dual identity,good characters,,brown hair,male characters,living characters,6.0,sep-46,1946.0
cyra (asgardian) (earth-616),public identity,good characters,,black hair,female characters,living characters,5.0,jul-01,2001.0
