name,id,align,eye,hair,sex,alive,appearances,timeline
fatale (earth-616),secret identity,bad characters,green eyes,not-available,female characters,living characters,31.0,1993-04-01
onomi whitemane (earth-616),secret identity,neutral characters,red eyes,white hair,female characters,living characters,15.0,2010-05-01
brandy ash (earth-616),public identity,good characters,not-available,red hair,female characters,living characters,11.0,1989-10-01
jakar (earth-616),not-available,bad characters,white eyes,black hair,male characters,living characters,6.0,1972-05-01
bentley wittman (clone) (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,living characters,69.0,2009-10-01
brother inquisitor (earth-616),secret identity,neutral characters,not-available,not-available,male characters,living characters,4.0,1976-09-01
gorn (demon) (earth-616),secret identity,bad characters,no eyes,no hair,male characters,living characters,6.0,1992-04-01
murdoch adams (earth-616),not-available,good characters,not-available,blond hair,male characters,living characters,4.0,1973-05-01
kiskillilla (earth-616),secret identity,bad characters,yellow eyes,black hair,female characters,deceased characters,40.0,1992-08-01
dimitri bukharin (earth-616),secret identity,not-available,brown eyes,bald,male characters,living characters,54.0,1978-04-01
arcadia deville (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,living characters,6.0,1998-11-01
benjamin savannah (earth-616),no dual identity,not-available,not-available,white hair,male characters,living characters,4.0,1972-09-01
alecto (red slayer) (earth-616),no dual identity,neutral characters,not-available,brown hair,male characters,living characters,5.0,1971-06-01
snake lady of sinyong (earth-616),public identity,bad characters,not-available,black hair,female characters,deceased characters,2.0,1954-10-01
ulana (earth-616),not-available,not-available,not-available,not-available,female characters,living characters,5.0,not-available
imset (horusian) (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,1.0,1971-11-01
mike fallon (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1961-04-01
diane lamarr (earth-616),public identity,good characters,green eyes,brown hair,female characters,living characters,1.0,1982-03-01
arachne (demon-fire) (earth-616),secret identity,bad characters,not-available,not-available,not-available,deceased characters,1.0,1974-02-01
julius aaroni (earth-616),public identity,bad characters,not-available,black hair,male characters,living characters,1.0,1946-06-01
doctor kurarkill (earth-616),not-available,bad characters,not-available,not-available,female characters,deceased characters,1.0,1975-10-01
skagg (earth-616),not-available,bad characters,not-available,brown hair,male characters,living characters,1.0,1964-05-01
peter blake (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1946-01-01
pete (earth-616),not-available,not-available,not-available,black hair,male characters,living characters,3.0,1964-09-01
bartholomew harper (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,1.0,1961-12-01
karlin malus (earth-616),no dual identity,bad characters,brown eyes,black hair,male characters,deceased characters,34.0,1980-09-01
bugman (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,4.0,2005-03-01
rekrab (earth-616),public identity,not-available,not-available,brown hair,male characters,living characters,4.0,1992-07-01
reginald fortean (earth-616),public identity,bad characters,blue eyes,black hair,male characters,living characters,17.0,2011-05-01
robot gamma (earth-616),secret identity,not-available,not-available,not-available,not-available,deceased characters,2.0,1966-06-01
grottu (earth-616),not-available,bad characters,black eyes,bald,male characters,living characters,9.0,1960-02-01
hector ayala (earth-616),public identity,good characters,brown eyes,black hair,male characters,deceased characters,54.0,1975-12-01
carl josten (earth-616),not-available,not-available,not-available,brown hair,male characters,deceased characters,5.0,1998-07-01
gilgamesh (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,59.0,1977-07-01
joss kincaid (earth-616),public identity,not-available,green eyes,blond hair,male characters,living characters,1.0,1985-12-01
daillus (earth-616),public identity,good characters,not-available,brown hair,male characters,deceased characters,1.0,1987-09-01
amazo (earth-616),not-available,bad characters,not-available,black hair,male characters,living characters,1.0,1946-11-01
joyce clayton (earth-616),no dual identity,neutral characters,blue eyes,blond hair,female characters,living characters,1.0,1947-09-01
randy vale (earth-616),secret identity,bad characters,not-available,black hair,male characters,deceased characters,3.0,1979-04-01
bert hindle (earth-616),no dual identity,not-available,brown eyes,brown hair,male characters,living characters,1.0,1987-12-01
nigel pigman (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,8.0,1977-07-01
abner (mutant) (earth-616),not-available,not-available,black eyes,brown hair,male characters,living characters,1.0,1989-11-01
sylvette lauziere (earth-616),public identity,good characters,not-available,blond hair,female characters,living characters,3.0,2004-07-01
time-sink (legion personality) (earth-616),secret identity,bad characters,grey eyes,black hair,male characters,living characters,4.0,2011-07-01
marla madison (earth-616),no dual identity,not-available,brown eyes,brown hair,female characters,deceased characters,129.0,1976-11-01
ma mayhem (earth-616),secret identity,bad characters,not-available,blond hair,female characters,living characters,2.0,1974-06-01
narcissus (earth-616),public identity,neutral characters,not-available,brown hair,male characters,living characters,1.0,1948-12-01
henry ackerdson (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,9.0,not-available
flaming hate (earth-616),secret identity,bad characters,not-available,black hair,male characters,deceased characters,1.0,1944-03-01
brutus (earth-616),secret identity,bad characters,not-available,no hair,male characters,living characters,2.0,1991-06-01
vanessa carlysle (earth-616),secret identity,neutral characters,red eyes,white hair,female characters,living characters,53.0,1991-02-01
diego sandoval (earth-616),public identity,neutral characters,black eyes,brown hair,male characters,living characters,4.0,2001-07-01
brother honcho (earth-616),not-available,not-available,not-available,black hair,male characters,living characters,1.0,1978-04-01
magnus (sorcerer) (earth-616),not-available,not-available,brown eyes,brown hair,male characters,living characters,23.0,1978-05-01
noriko ashida (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,145.0,2004-01-01
ronga (earth-616),no dual identity,good characters,blue eyes,black hair,male characters,living characters,1.0,1980-06-01
phorcys (earth-616),public identity,bad characters,red eyes,no hair,male characters,living characters,3.0,2010-01-01
bert and ollie (earth-616),no dual identity,bad characters,not-available,brown hair,male characters,living characters,1.0,1946-08-01
ultron (heroes reborn) (earth-616),public identity,bad characters,red eyes,no hair,male characters,living characters,6.0,1996-11-01
torkon ii (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,2.0,1962-07-01
cathy webster (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,17.0,1994-09-01
thomas smallwood (earth-616),secret identity,good characters,not-available,not-available,male characters,living characters,3.0,1983-09-01
azrael (earth-616),secret identity,bad characters,variable eyes,variable hair,male characters,living characters,7.0,1951-06-01
hector espejo (earth-616),public identity,neutral characters,brown eyes,black hair,male characters,living characters,5.0,2006-02-01
kallark (earth-616),public identity,neutral characters,blue eyes,blue hair,male characters,living characters,160.0,1977-10-01
fuel (earth-616),secret identity,neutral characters,grey eyes,black hair,male characters,deceased characters,7.0,not-available
ditto (earth-616),secret identity,good characters,not-available,black hair,male characters,living characters,16.0,2004-06-01
christopher bradley (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,deceased characters,44.0,1995-10-01
cheryl lansing (earth-616),not-available,not-available,brown eyes,blond hair,female characters,living characters,6.0,1999-11-01
leonard kryzewski (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,living characters,2.0,1991-11-01
daggaerdh (earth-616),not-available,bad characters,not-available,not-available,female characters,deceased characters,5.0,2013-05-01
craig simpson (earth-616),public identity,not-available,not-available,grey hair,male characters,deceased characters,28.0,1972-08-01
ellen brandt (earth-616),no dual identity,neutral characters,not-available,brown hair,female characters,living characters,17.0,1971-05-01
jacob grimm (earth-616),not-available,good characters,not-available,blond hair,male characters,living characters,5.0,1982-01-01
ikor (watcher) (earth-616),not-available,neutral characters,not-available,white hair,male characters,living characters,5.0,1964-05-01
phillip carlisle (earth-616),public identity,good characters,not-available,black hair,male characters,living characters,13.0,1984-01-01
phillip sterling (earth-616),secret identity,bad characters,blue eyes,grey hair,male characters,deceased characters,32.0,1968-04-01
alistaire smythe (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,33.0,not-available
things on easter island (earth-616),secret identity,bad characters,not-available,not-available,not-available,living characters,1.0,1973-10-01
balu (earth-616),no dual identity,good characters,not-available,not-available,male characters,living characters,4.0,1940-02-01
doctor lin (earth-616),public identity,good characters,not-available,white hair,male characters,deceased characters,2.0,1941-03-01
desidera (earth-616),no dual identity,good characters,black eyes,blond hair,female characters,living characters,3.0,2007-04-01
scatterbrain (falcon enemy) (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1988-05-01
stephen weems (earth-616),secret identity,bad characters,not-available,blond hair,male characters,living characters,2.0,1977-04-01
vincent destine (earth-616),not-available,bad characters,not-available,not-available,male characters,deceased characters,5.0,1994-11-01
collier mack (earth-616),not-available,neutral characters,not-available,black hair,male characters,living characters,2.0,1992-05-01
albakor (earth-616),not-available,good characters,yellow eyes,no hair,female characters,living characters,3.0,2009-06-01
levan (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,6.0,1985-05-01
hl\u00f6kk (earth-616),secret identity,bad characters,not-available,not-available,female characters,living characters,10.0,2010-09-01
pete johnson (earth-616),no dual identity,good characters,not-available,brown hair,male characters,living characters,4.0,1939-12-01
romulus augustulus (earth-616),secret identity,bad characters,brown eyes,blond hair,male characters,living characters,66.0,1963-01-01
julia cabot (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,deceased characters,6.0,2004-03-01
kurt weidner (earth-616),public identity,bad characters,not-available,blond hair,male characters,living characters,1.0,1942-09-01
jukka (earth-616),no dual identity,good characters,not-available,not-available,male characters,living characters,5.0,1973-12-01
morton thurnton (earth-616),public identity,bad characters,not-available,grey hair,male characters,deceased characters,2.0,1992-10-01
numacet (earth-616),not-available,good characters,not-available,not-available,female characters,living characters,2.0,1990-08-01
donna strange (earth-616),public identity,neutral characters,not-available,brown hair,female characters,living characters,3.0,1989-11-01
andrew prentiss (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,living characters,3.0,1993-02-01
flaidermaus (earth-616),not-available,not-available,red eyes,orange hair,male characters,living characters,2.0,1972-12-01
victoria murdock (earth-616),secret identity,bad characters,brown eyes,blond hair,female characters,deceased characters,10.0,1947-06-01
kometes (earth-616),not-available,neutral characters,not-available,not-available,male characters,deceased characters,2.0,1974-07-01
isabel ferguson (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,5.0,1997-09-01
kimura (earth-616),public identity,not-available,green eyes,black hair,female characters,living characters,18.0,2006-12-01
karkas (earth-616),secret identity,good characters,black eyes,no hair,male characters,living characters,38.0,1977-02-01
omega black (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,7.0,2012-07-01
chief authier (earth-616),not-available,not-available,not-available,not-available,male characters,living characters,5.0,1997-12-01
eric gitter (earth-616),secret identity,good characters,blue eyes,bald,male characters,living characters,17.0,2008-06-01
killer shrike (hobgoblin) (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,3.0,not-available
douglas van horn (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1945-03-01
harvester (earth-616),secret identity,bad characters,variable eyes,no hair,male characters,living characters,2.0,2001-05-01
christian poulsen (earth-616),not-available,bad characters,not-available,black hair,male characters,deceased characters,9.0,2011-10-01
broadside (crimson pirates) (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,4.0,2000-09-01
albert bendix (earth-616),not-available,not-available,brown eyes,black hair,male characters,deceased characters,4.0,2000-10-01
thomas halloway (earth-616),public identity,good characters,brown eyes,white hair,male characters,living characters,135.0,1939-10-01
paul same (earth-616),not-available,good characters,not-available,brown hair,male characters,living characters,14.0,1976-07-01
michael baer (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,29.0,1986-11-01
super slave (earth-616),secret identity,good characters,not-available,not-available,male characters,living characters,1.0,1941-03-01
sabretooth (victor creed),secret identity,bad characters,amber eyes,blond hair,male characters,living characters,382.0,1977-08-01
doctor stack (earth-616),no dual identity,bad characters,brown eyes,brown hair,male characters,deceased characters,3.0,1988-08-01
spyne (earth-616),not-available,bad characters,white eyes,bald,male characters,deceased characters,13.0,1994-11-01
r7 (earth-616),not-available,bad characters,not-available,not-available,not-available,deceased characters,1.0,1969-08-01
dianna ferrule (earth-616),public identity,good characters,not-available,blond hair,female characters,living characters,2.0,1943-04-01
broo (earth-616),secret identity,good characters,not-available,no hair,male characters,living characters,71.0,2011-09-01
ren\u00e9 duquesne (earth-616),secret identity,good characters,not-available,not-available,male characters,living characters,4.0,1976-07-01
viktor smerdilovisc (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,2.0,2001-05-01
eelar (earth-616),secret identity,neutral characters,red eyes,no hair,not-available,living characters,1.0,1975-07-01
sidney onselm (earth-616),secret identity,bad characters,not-available,bald,male characters,living characters,1.0,1947-06-01
ted banning (earth-616),no dual identity,good characters,not-available,brown hair,male characters,living characters,6.0,1946-09-01
cyra (asgardian) (earth-616),public identity,good characters,not-available,black hair,female characters,living characters,5.0,2001-07-01
kull (earth-616),public identity,good characters,grey eyes,black hair,male characters,living characters,84.0,1970-10-01
greasy (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,2.0,1998-07-01
janice caccone (earth-616),public identity,neutral characters,not-available,not-available,female characters,deceased characters,3.0,1974-11-01
myron delasco (earth-616),secret identity,bad characters,not-available,brown hair,male characters,deceased characters,1.0,1946-04-01
grungnir (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,1.0,1986-01-01
al-thahab al-aswad (earth-616),public identity,good characters,black eyes,black hair,male characters,deceased characters,3.0,not-available
roy james (earth-616),no dual identity,bad characters,not-available,black hair,male characters,living characters,1.0,1947-03-01
sheoke sanada (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,25.0,1984-01-01
victor infante (earth-616),not-available,neutral characters,not-available,not-available,male characters,living characters,5.0,2002-08-01
concussion (earth-616),secret identity,good characters,not-available,black hair,male characters,living characters,2.0,1986-10-01
seth (earth-616),no dual identity,bad characters,brown eyes,red hair,male characters,living characters,53.0,1975-10-01
lady lotus (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,8.0,1979-02-01
professor tang (earth-616),public identity,bad characters,not-available,white hair,male characters,deceased characters,1.0,1943-05-01
draconis (earth-616),secret identity,bad characters,yellow eyes,black hair,male characters,living characters,3.0,2007-05-01
wilbur garvin (earth-616),public identity,good characters,not-available,bald,male characters,living characters,6.0,1980-06-01
sandman (alien) (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,2.0,1961-07-01
stegor (earth-616),secret identity,good characters,blue eyes,white hair,male characters,living characters,1.0,1973-08-01
avios (earth-616),no dual identity,good characters,white eyes,not-available,male characters,living characters,3.0,2000-10-01
guy de montfort (earth-616),public identity,bad characters,not-available,black hair,male characters,living characters,1.0,1955-09-01
psimon (earth-616),secret identity,good characters,not-available,bald,male characters,living characters,8.0,1999-10-01
joe (cameraman) (earth-616),public identity,not-available,not-available,red hair,male characters,living characters,4.0,1965-02-01
clown (franklin) (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,8.0,2009-08-01
hector ridondo (earth-616),secret identity,good characters,black eyes,black hair,male characters,deceased characters,9.0,2000-05-01
once-upon-a-time (earth-616),secret identity,good characters,not-available,white hair,male characters,living characters,1.0,1943-07-01
stalax (earth-616),not-available,good characters,not-available,not-available,male characters,living characters,11.0,1983-05-01
daniel davis (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,3.0,1993-09-01
headstone p. gravely (earth-616),not-available,neutral characters,not-available,not-available,male characters,living characters,11.0,1969-10-01
limpy savoy (earth-616),public identity,bad characters,not-available,black hair,male characters,deceased characters,1.0,1940-11-01
aaron english (earth-616),public identity,good characters,not-available,strawberry blond hair,male characters,living characters,18.0,1977-09-01
tony sloan (earth-616),no dual identity,bad characters,not-available,white hair,male characters,living characters,1.0,1946-03-01
jonathan garrett (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,31.0,1986-09-01
jonathan somers (earth-616),not-available,not-available,not-available,black hair,male characters,deceased characters,2.0,2000-05-01
daniel jones (torpedo) (earth-616),not-available,good characters,not-available,blond hair,male characters,living characters,14.0,1977-12-01
heindrich von wilhelm innsbruck (earth-616),secret identity,bad characters,not-available,white hair,male characters,living characters,1.0,1974-05-01
lazarus (earth-616),secret identity,bad characters,not-available,white hair,male characters,living characters,4.0,1975-01-01
colonel schutter (earth-616),public identity,bad characters,not-available,bald,male characters,deceased characters,1.0,1942-12-01
gummi (earth-616),public identity,good characters,green eyes,black hair,female characters,living characters,3.0,1997-07-01
phay (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,4.0,1989-06-01
hulk (robert bruce banner),public identity,good characters,brown eyes,brown hair,male characters,living characters,2017.0,1962-05-01
henrietta hunter (earth-616),public identity,good characters,not-available,black hair,female characters,living characters,6.0,2003-10-01
lilandra neramani (earth-616),no dual identity,good characters,orange eyes,black hair,female characters,deceased characters,170.0,1976-02-01
judith klemmer (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,3.0,1975-08-01
marduk (sons of satannish) (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,5.0,1968-12-01
sugar kane (earth-616),public identity,good characters,not-available,blond hair,female characters,living characters,6.0,2001-08-01
katerina van horn (earth-616),public identity,not-available,blue eyes,red hair,female characters,living characters,42.0,1973-04-01
symbol of doom (earth-616),secret identity,bad characters,not-available,black hair,male characters,deceased characters,1.0,1943-12-01
sergei yesenofsky (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,3.0,1997-06-01
kaminari (goddess) (earth-616),not-available,good characters,not-available,white hair,female characters,living characters,2.0,2006-07-01
lance johnson (earth-616),public identity,neutral characters,not-available,brown hair,male characters,living characters,1.0,1941-12-01
william hao (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,8.0,1976-10-01
joseph hogan (earth-616),public identity,neutral characters,blue eyes,bald,male characters,living characters,33.0,1962-08-01
paingloss (earth-616),secret identity,good characters,not-available,not-available,male characters,living characters,1.0,1975-07-01
astrid mordo (earth-616),not-available,bad characters,brown eyes,black hair,female characters,living characters,4.0,1996-02-01
samuel (down acres) (earth-616),no dual identity,neutral characters,white eyes,not-available,male characters,living characters,2.0,not-available
jeffrey haight (earth-616),public identity,neutral characters,black eyes,black hair,male characters,living characters,6.0,not-available
baron samedi (aim) (earth-616),not-available,bad characters,not-available,white hair,male characters,living characters,3.0,1973-12-01
neptunus (earth-616),secret identity,not-available,not-available,not-available,male characters,living characters,2.0,1980-09-01
myra haddock (earth-616),secret identity,neutral characters,blue eyes,black hair,female characters,living characters,6.0,1997-11-01
unam (earth-616),secret identity,good characters,not-available,not-available,male characters,deceased characters,7.0,1983-10-01
living buddha (earth-616),secret identity,bad characters,green eyes,black hair,male characters,deceased characters,2.0,1973-07-01
anthony zerbe (earth-616),not-available,bad characters,not-available,blond hair,male characters,living characters,4.0,1987-12-01
doctor narr (earth-616),not-available,bad characters,not-available,white hair,male characters,deceased characters,1.0,1940-06-01
sharkskin (earth-616),secret identity,neutral characters,not-available,black hair,male characters,living characters,3.0,1989-10-01
max eisenhardt (earth-616),public identity,neutral characters,grey eyes,bald,male characters,living characters,709.0,1963-09-01
thrunhild (earth-616),not-available,not-available,not-available,not-available,female characters,living characters,1.0,1984-12-01
cut (wendy) (earth-616),secret identity,bad characters,not-available,not-available,female characters,living characters,5.0,2008-01-01
yussuf hussain (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,living characters,5.0,2008-11-01
harold schmidt (earth-616),public identity,good characters,not-available,white hair,male characters,living characters,1.0,1940-09-01
"han, chang, lin, sun, and ho tao-yu (earth-616)",secret identity,bad characters,brown eyes,black hair,male characters,living characters,25.0,1980-08-01
red queen (earth-616),not-available,bad characters,not-available,red hair,female characters,living characters,16.0,1984-04-01
beak (robber) (earth-616),not-available,bad characters,not-available,black hair,male characters,living characters,1.0,1945-06-01
mister kenneth (earth-616),no dual identity,neutral characters,not-available,not-available,male characters,deceased characters,2.0,2001-11-01
gallon (asgardian) (earth-616),not-available,good characters,not-available,not-available,male characters,living characters,1.0,1989-06-01
ja kyee lrurt (earth-616),no dual identity,good characters,green eyes,black hair,female characters,living characters,4.0,not-available
nebulo (earth-616),public identity,bad characters,not-available,no hair,male characters,living characters,12.0,1968-10-01
angerboda (earth-616),not-available,not-available,not-available,blond hair,female characters,deceased characters,2.0,1985-10-01
rochester (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,2.0,1989-11-01
armena ortega (earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,living characters,11.0,2004-08-01
slagmire (earth-616),public identity,bad characters,not-available,brown hair,male characters,living characters,1.0,1990-02-01
gordon thomas (earth-616),public identity,good characters,blue eyes,brown hair,male characters,deceased characters,14.0,2000-11-01
maso katoro (earth-616),secret identity,bad characters,not-available,black hair,male characters,deceased characters,1.0,1943-12-01
les (esu) (earth-616),public identity,neutral characters,not-available,auburn hair,male characters,living characters,1.0,1990-07-01
axe (mutant) (earth-616),not-available,bad characters,brown eyes,brown hair,male characters,deceased characters,4.0,1983-09-01
the wizard (android) (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,1.0,1970-07-01
rust (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,1.0,1989-02-01
walter slocum (earth-616),secret identity,bad characters,not-available,red hair,male characters,living characters,2.0,1993-02-01
maximus jensen (earth-616),secret identity,bad characters,grey eyes,grey hair,male characters,deceased characters,23.0,2004-11-01
diomedes (earth-616),not-available,not-available,not-available,black hair,male characters,living characters,2.0,1979-11-01
josef stalin (earth-616),public identity,bad characters,not-available,black hair,male characters,living characters,2.0,1943-12-01
lily saunders (earth-616),no dual identity,good characters,not-available,blond hair,female characters,living characters,1.0,1940-04-01
max young (earth-616),public identity,bad characters,not-available,not-available,male characters,deceased characters,4.0,1966-06-01
wolfgang heinrich (earth-616),secret identity,bad characters,not-available,blond hair,male characters,living characters,1.0,1986-10-01
rawhide kid (earth-616),secret identity,good characters,not-available,blond hair,male characters,living characters,16.0,1955-03-01
lorna kleinfeldt (earth-616),public identity,good characters,not-available,grey hair,female characters,living characters,14.0,1992-06-01
carl weatherby (earth-616),public identity,good characters,not-available,blond hair,male characters,living characters,4.0,1985-10-01
snake dance (earth-616),not-available,neutral characters,not-available,black hair,male characters,living characters,17.0,1973-02-01
jarella (earth-616),no dual identity,good characters,green eyes,blond hair,female characters,deceased characters,38.0,1971-06-01
lian shen (earth-616),not-available,not-available,black eyes,black hair,female characters,living characters,9.0,1989-11-01
carl mach (earth-616),secret identity,bad characters,not-available,not-available,male characters,deceased characters,6.0,1993-02-01
rufus king (earth-616),public identity,neutral characters,not-available,not-available,male characters,deceased characters,1.0,1945-12-01
jennifer stavros (earth-616),secret identity,neutral characters,blue eyes,blond hair,female characters,deceased characters,33.0,1984-06-01
dirk garthwaite (earth-616),secret identity,bad characters,blue eyes,brown hair,male characters,living characters,164.0,1968-01-01
cerez (earth-616),not-available,bad characters,red eyes,not-available,male characters,living characters,2.0,2011-02-01
hannah conover (earth-616),public identity,good characters,not-available,blond hair,female characters,living characters,4.0,1988-09-01
gambler (earth-616),secret identity,bad characters,not-available,black hair,male characters,deceased characters,1.0,1948-07-01
winston redditch (earth-616),public identity,bad characters,not-available,blond hair,male characters,living characters,3.0,1974-12-01
arkadine arcadius (earth-616),no dual identity,bad characters,yellow eyes,white hair,male characters,living characters,8.0,1995-03-01
mari (rigellian) (earth-616),public identity,good characters,not-available,not-available,female characters,living characters,3.0,2006-10-01
maximus (earth-616),secret identity,neutral characters,blue eyes,black hair,male characters,living characters,147.0,1966-02-01
adrian defoe (earth-616),secret identity,good characters,blue eyes,no hair,male characters,living characters,4.0,2004-01-01
david cox (earth-616),public identity,good characters,not-available,red hair,male characters,living characters,7.0,1973-07-01
jonathan rich (earth-616),public identity,neutral characters,green eyes,black hair,male characters,living characters,5.0,1977-02-01
milo thurman (earth-616),public identity,good characters,not-available,not-available,male characters,living characters,4.0,1997-01-01
waku (earth-616),public identity,good characters,not-available,not-available,male characters,living characters,8.0,1954-09-01
coral (microverse) (earth-616),not-available,not-available,not-available,not-available,not-available,living characters,5.0,1981-06-01
luna depaula (earth-616),public identity,good characters,brown eyes,brown hair,female characters,living characters,8.0,2004-01-01
thanos (earth-616),no dual identity,bad characters,red eyes,no hair,male characters,living characters,306.0,1973-02-01
aries (lmd) (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,6.0,1977-07-01
agent x (nijo) (earth-616),secret identity,neutral characters,brown eyes,bald,male characters,living characters,35.0,2002-05-01
juan elmirez (earth-616),public identity,good characters,not-available,black hair,male characters,living characters,2.0,1976-04-01
harold hogan (heroes reborn) (earth-616),not-available,good characters,not-available,not-available,male characters,living characters,4.0,1996-11-01
ukko (earth-616),not-available,not-available,not-available,not-available,male characters,living characters,4.0,1980-10-01
sally roland (earth-616),public identity,bad characters,blue eyes,red hair,female characters,deceased characters,2.0,2011-11-01
madame joy (earth-616),public identity,bad characters,not-available,white hair,female characters,living characters,3.0,1988-11-01
cameron hodge (earth-616),public identity,bad characters,blue eyes,grey hair,male characters,deceased characters,72.0,1986-02-01
lethbridge-stewart (earth-616),public identity,good characters,not-available,not-available,male characters,living characters,1.0,1987-06-01
daniel dash (earth-616),secret identity,bad characters,not-available,not-available,male characters,deceased characters,3.0,1998-10-01
firearms (earth-616),secret identity,bad characters,not-available,not-available,male characters,deceased characters,4.0,1999-09-01
andrew jackson (earth-616),public identity,good characters,not-available,blond hair,male characters,deceased characters,16.0,1990-11-01
kiwi (earth-616),not-available,good characters,not-available,not-available,not-available,living characters,2.0,1995-09-01
beautiful dreamer (morlock) (earth-616),secret identity,neutral characters,grey eyes,black hair,female characters,deceased characters,15.0,1985-07-01
wilghe (earth-616),public identity,good characters,black eyes,grey hair,female characters,living characters,4.0,1989-09-01
mrs. worthington ford iii (earth-616),public identity,not-available,not-available,brown hair,female characters,living characters,1.0,1979-07-01
victoria montesi (earth-616),secret identity,good characters,not-available,black hair,female characters,living characters,33.0,1992-10-01
don remming (earth-616),secret identity,neutral characters,not-available,not-available,male characters,living characters,3.0,1985-11-01
lens (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,1.0,1941-09-01
antoine delsoin (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,13.0,1978-11-01
linbythoum (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,3.0,1974-11-01
julius (earth-616),public identity,not-available,not-available,not-available,male characters,living characters,1.0,1978-10-01
gustavo zapata (earth-616),not-available,bad characters,brown eyes,not-available,male characters,living characters,9.0,2009-04-01
ludi (earth-616),secret identity,bad characters,white eyes,grey hair,male characters,living characters,4.0,1973-05-01
igron (earth-616),public identity,bad characters,not-available,black hair,male characters,living characters,8.0,1970-06-01
marty (driver) (earth-616),public identity,not-available,not-available,black hair,male characters,living characters,4.0,1969-05-01
rita (waitress) (earth-616),public identity,neutral characters,not-available,red hair,female characters,living characters,3.0,2004-12-01
argos (atlantean) (earth-616),not-available,good characters,not-available,black hair,male characters,living characters,5.0,2007-09-01
bronchar (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,2.0,1998-08-01
rutger von bokhoven (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1988-08-01
roy fortune (earth-616),not-available,good characters,not-available,not-available,male characters,living characters,6.0,1988-01-01
kamuu (ancient atlantis) (earth-616),no dual identity,good characters,not-available,brown hair,male characters,deceased characters,8.0,1973-06-01
tex (masked raider) (earth-616),not-available,bad characters,not-available,not-available,male characters,deceased characters,1.0,1939-12-01
mordecai midas (earth-616),secret identity,bad characters,gold eyes,gold hair,male characters,living characters,13.0,1969-09-01
jenni pate (earth-616),secret identity,bad characters,not-available,pink hair,female characters,deceased characters,3.0,2009-08-01
rockford rico (earth-616),not-available,bad characters,not-available,bald,male characters,living characters,1.0,1943-02-01
betsy schneider (earth-616),no dual identity,not-available,blue eyes,blond hair,female characters,living characters,3.0,1999-01-01
